"Action","Vendor GSL ID","Available To Ship Date (mm/dd/yyyy)","PO Number","PO Release Number","PO Line Number","PO Shipment Number","Item Number","Item Description","Total Quantity","Received Quantity","Open Quantity","Quantity Available To Ship","In Process Quantity","Need By Date (mm/dd/yyyy)","Promise Date (mm/dd/yyyy)","Destination Org","Unit Price Amount","Total Price","Currency Code","Buyer Name","Payment Term","Creation Date (mm/dd/yyyy)"
"ACCEPTED","S13010","09-18-2026","174509398","","1","1","84B526562AJP1","TERMINAL","5","","5","5","","09-29-2026","09-29-2026","EPM-B6","475.37","2376.85","USD","James Green","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","10-02-2026","174509068","","1","1","84C620843P1","Terminal","27","","27","27","","10-13-2026","10-13-2026","EPM-B6","108.92","2940.84","USD","James Green","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","02-23-2026","174452956","","1","1","41C668589P1","Bus Bar","4","","4","4","","03-04-2026","04-15-2026","EEM-Erie Electronics Manufacturing","187.93","751.72","USD","James Green","Net 150 Qrtly","02-27-2026"
"ACCEPTED","S13010","09-10-2026","174509393","","1","1","41A265399ACP1","CONNECTN STRIP","40","","40","40","","09-23-2026","09-23-2026","TXL - Texas Locomotive Manufacturing","14.86","594.4","USD","Tiffany DeMeritt","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","10-01-2026","174508758","","1","1","8860749G1","Contact Finger","50","","50","50","","10-16-2026","10-16-2026","Wabtec Plainfield Warehouse","24.9","1245","USD","Valeria Parra","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","02-10-2027","174497230","","1","1","84C622950G1","Latch Asm","48","","48","48","","02-19-2027","02-19-2027","EKD-B12","120.68","5792.64","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","02-02-2027","174481477","","1","1","84C622950G1","Latch Asm","32","","32","32","","02-11-2027","02-11-2027","EKD-B12","120.68","3861.76","USD","James Green","Net 150 Qrtly","03-22-2026"
"ACCEPTED","S13010","08-19-2026","174509024","","1","1","84C620845P3","Terminal","9","","9","9","","08-28-2026","08-28-2026","EPM-B6","48.92","440.28","USD","James Green","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","02-09-2027","174493795","","1","1","84C622950G1","Latch Asm","32","","32","32","","02-18-2027","02-18-2027","EKD-B12","120.68","3861.76","USD","James Green","Net 150 Qrtly","03-29-2026"
"ACCEPTED","S13010","09-18-2026","174509361","","1","1","84B526562AHP1","TERMINAL","5","","5","5","","09-29-2026","09-29-2026","EPM-B6","475.37","2376.85","USD","James Green","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","09-25-2026","174509279","","1","1","84B526562AGP1","T1 TERMINAL","3","","3","3","","10-06-2026","10-06-2026","EPM-B6","484.52","1453.56","USD","James Green","Net 150 Qrtly","04-10-2026"
"ACCEPTED","S13010","07-14-2026","174339382","","1","2","8868241AAP16","Terminal 775/24","673","","673","673","","07-29-2026","07-29-2026","Wabtec Plainfield Warehouse","15.42","10377.66","USD","Valeria Parra","Net 150 Qrtly","11-17-2025"
"ACCEPTED","S13010","03-13-2026","174490911","","1","1","84D718635G1","Bus Ring       T1","5","","5","5","","04-02-2026","04-30-2026","Wabtec Reno Warehouse","1532.43","7662.15","USD","Valeria Parra","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","03-13-2026","174490869","","1","1","84D718635G4","Bus Ring       T0","5","","5","5","","04-02-2026","04-30-2026","Wabtec Reno Warehouse","1767.69","8838.45","USD","Valeria Parra","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","03-13-2026","174448180","","1","1","84D718635G2","Bus Ring       T2","5","1","4","4","1","04-02-2026","04-30-2026","Wabtec Reno Warehouse","1509.37","7546.85","USD","Valeria Parra","Net 150 Qrtly","02-24-2026"
"CANCELLED","S13010","02-03-2026","210441993","","1","1","84C633064ACG1","Bus Ring","","","","","","02-23-2026","05-13-2026","XAM - BAF Laredo","1369.85","19177.9","USD","Purchasing ONPI Sourcing","Net 150 Qrtly","01-05-2026"
"ACCEPTED","S13010","09-21-2026","174506730","","1","1","9960190G5","Contact Tip Silver Cad-oxid","20","","20","20","","09-30-2026","09-30-2026","EEM-Erie Electronics Manufacturing","35.75","715","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","07-08-2026","174350275","","1","1","9960282G1","Shunt","145","","145","145","","07-17-2026","07-17-2026","EEM-Erie Electronics Manufacturing","16.93","2454.85","USD","James Green","Net 150 Qrtly","11-27-2025"
"ACCEPTED","S13010","07-14-2026","174368772","","1","1","41A264589G1","FINGER ASM","15","","15","15","","07-23-2026","07-23-2026","EEM-Erie Electronics Manufacturing","25.1","376.5","USD","James Green","Net 150 Qrtly","12-16-2025"
"ACCEPTED","S13010","07-21-2026","174331888","","1","1","41A264589G1","FINGER ASM","15","","15","15","","07-30-2026","07-30-2026","EEM-Erie Electronics Manufacturing","25.1","376.5","USD","James Green","Net 150 Qrtly","11-11-2025"
"ACCEPTED","S13010","07-13-2026","174461809","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","42","","42","42","","07-22-2026","07-22-2026","EPM-B6","20.92","878.64","USD","James Green","Net 150 Qrtly","03-08-2026"
"ACCEPTED","S13010","06-03-2026","174297391","","1","1","336B640P6","Armature","221","","221","221","","06-12-2026","06-12-2026","EEM-Erie Electronics Manufacturing","7.64","1688.44","USD","James Green","Net 150 Qrtly","10-14-2025"
"ACCEPTED","S13010","05-20-2026","174404591","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","65","","65","65","","05-29-2026","05-29-2026","CLE - Cleveland Svc","21.7","1410.5","USD","Rosa Cantu","Net 150 Qrtly","01-25-2026"
"ACCEPTED","S13010","06-02-2026","174367616","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","06-11-2026","06-11-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","12-14-2025"
"ACCEPTED","S13010","06-02-2026","174304565","","1","1","41A264589G1","FINGER ASM","32","","32","32","","06-11-2026","06-11-2026","EEM-Erie Electronics Manufacturing","25.1","803.2","USD","James Green","Net 150 Qrtly","10-19-2025"
"ACCEPTED","S13010","05-12-2026","174336281","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","05-21-2026","05-21-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","11-14-2025"
"ACCEPTED","S13010","05-11-2026","174312012","","1","1","41A264589G1","FINGER ASM","46","","46","46","","05-20-2026","05-20-2026","EEM-Erie Electronics Manufacturing","25.1","1154.6","USD","James Green","Net 150 Qrtly","10-26-2025"
"ACCEPTED","S13010","06-16-2026","174337375","","1","1","41A264589G1","FINGER ASM","20","","20","20","","06-25-2026","06-25-2026","EEM-Erie Electronics Manufacturing","25.1","502","USD","James Green","Net 150 Qrtly","11-16-2025"
"ACCEPTED","S13010","05-11-2026","174220885","","1","1","41A264589G1","FINGER ASM","60","","60","60","","05-20-2026","05-20-2026","EEM-Erie Electronics Manufacturing","25.1","1506","USD","James Green","Net 150 Qrtly","08-12-2025"
"ACCEPTED","S13010","05-01-2026","174416464","","1","1","84B521882G1","BUSBAR","27","","27","27","","05-14-2026","05-14-2026","TXO - Texas OHV Manufacturing","91.01","2457.27","USD","Alfonso Escobar","Net 150 Qrtly","02-04-2026"
"ACCEPTED","S13010","08-11-2026","210447257","","1","1","41D732653G9","Bus Ring Aux","5","","5","5","","08-31-2026","08-31-2026","XMM - BAF Laredo","1174.15","5870.75","USD","Jose Chavarria","Net 150 Qrtly","03-25-2026"
"ACCEPTED","S13010","06-02-2026","174444565","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","06-11-2026","06-11-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","02-20-2026"
"ACCEPTED","S13010","08-04-2026","174403283","","1","1","41A264589G1","FINGER ASM","75","","75","75","","08-13-2026","08-13-2026","EEM-Erie Electronics Manufacturing","25.1","1882.5","USD","James Green","Net 150 Qrtly","01-23-2026"
"ACCEPTED","S13010","09-07-2026","174373377","","1","1","41B551952G1","Shunt, Contactor","121","","121","121","","09-25-2026","09-25-2026","Wabtec Reno Warehouse","22.16","2681.36","USD","Valeria Parra","Net 150 Qrtly","12-18-2025"
"ACCEPTED","S13010","06-16-2026","174384793","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","06-25-2026","06-25-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","01-08-2026"
"ACCEPTED","S13010","08-04-2026","174406238","","1","1","41A264589G1","FINGER ASM","30","","30","30","","08-13-2026","08-13-2026","EEM-Erie Electronics Manufacturing","25.1","753","USD","James Green","Net 150 Qrtly","01-27-2026"
"ACCEPTED","S13010","05-08-2026","174303497","","1","1","84B510457G1","Bus Bar","120","","120","120","","05-19-2026","05-19-2026","EEM-Erie Electronics Manufacturing","33.96","4075.2","USD","James Green","Net 150 Qrtly","10-17-2025"
"ACCEPTED","S13010","07-21-2026","174394654","","1","1","41A264589G1","FINGER ASM","15","","15","15","","07-30-2026","07-30-2026","EEM-Erie Electronics Manufacturing","25.1","376.5","USD","James Green","Net 150 Qrtly","01-16-2026"
"ACCEPTED","S13010","07-29-2026","174247563","","1","1","9960190G2","Contact","8","","8","8","","08-18-2026","08-18-2026","Wabtec Reno Warehouse","62.11","496.88","USD","Valeria Parra","Net 150 Qrtly","09-04-2025"
"CLOSED","S13010","04-08-2026","174203938","","1","1","41B551088P1","Blow Out Coil","58","58","","","58","04-17-2026","04-17-2026","EEM-Erie Electronics Manufacturing","37.29","2162.82","USD","Lori Scholl","Net 150 Qrtly","07-31-2025"
"CLOSED","S13010","04-08-2026","174248716","","1","1","336B640P6","Armature","150","150","","","150","04-17-2026","04-17-2026","EEM-Erie Electronics Manufacturing","7.64","1146","USD","James Green","Net 150 Qrtly","09-04-2025"
"CLOSED","S13010","02-27-2026","210431972","","1","1","8868241AAP16","Terminal 775/24","400","400","","","400","03-17-2026","03-17-2026","XMM - BAF Laredo","15.42","6168","USD","Celina Hernandez","Net 150 Qrtly","08-07-2025"
"CANCELLED","S13010","07-13-2026","174339382","","1","1","8868241AAP16","Terminal 775/24","","","","","","07-29-2026","07-29-2026","LVR-Las Vegas NV","15.42","10377.66","USD","Valeria Parra","Net 150 Qrtly","11-17-2025"
"ACCEPTED","S13010","10-21-2026","174490624","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","11-06-2026","11-06-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","11-09-2026","174493027","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","11-25-2026","11-25-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","03-29-2026"
"ACCEPTED","S13010","09-28-2026","174492360","","1","1","84B529861AFG1","BUSBAR ASM","25","","25","25","","10-07-2026","10-07-2026","EEM-Erie Electronics Manufacturing","22.27","556.75","USD","James Green","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","11-04-2026","174490625","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","34","","34","34","","11-20-2026","11-20-2026","LVR-Las Vegas NV-NC","21.7","737.8","USD","Rosa Cantu","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","11-25-2026","174499507","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","12-11-2026","12-11-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","06-23-2026","174479429","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","52","","52","52","","07-08-2026","07-08-2026","Wabtec Plainfield Warehouse","59.55","3096.6","USD","Valeria Parra","Net 150 Qrtly","03-20-2026"
"ACCEPTED","S13010","10-14-2026","174490623","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","10-30-2026","10-30-2026","LVR-Las Vegas NV-NC","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","03-27-2026"
"ACCEPTED","S13010","04-24-2026","174502780","","1","1","84B535634AUG1","BUSBAR","4","","4","4","","05-07-2026","06-05-2026","TXO - Texas OHV Manufacturing","304.75","1219","USD","Alfonso Escobar","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","06-19-2026","174400311","","1","1","41A265399ABP2","CONNECTN STRIP","50","","50","50","","07-02-2026","07-02-2026","TXL - Texas Locomotive Manufacturing","16.19","809.5","USD","Tiffany DeMeritt","Net 150 Qrtly","01-21-2026"
"ACCEPTED","S13010","08-19-2026","174196817","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","7","","7","7","","09-03-2026","09-03-2026","Wabtec Plainfield Warehouse","59.55","416.85","USD","Valeria Parra","Net 150 Qrtly","07-25-2025"
"ACCEPTED","S13010","08-28-2026","174091448","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","11","","11","11","","09-08-2026","09-08-2026","EEM-Erie Electronics Manufacturing","198.78","2186.58","USD","James Green","Net 150 Qrtly","04-27-2025"
"ACCEPTED","S13010","08-20-2026","174425731","","1","1","41A265399ABP2","CONNECTN STRIP","50","","50","50","","09-02-2026","09-02-2026","TXL - Texas Locomotive Manufacturing","16.19","809.5","USD","Tiffany DeMeritt","Net 150 Qrtly","02-11-2026"
"ACCEPTED","S13010","04-09-2026","174375874","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","77","","77","77","","04-24-2026","04-24-2026","Wabtec Plainfield Warehouse","33.96","2614.92","USD","Valeria Parra","Net 150 Qrtly","12-23-2025"
"ACCEPTED","S13010","07-08-2026","174167032","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","26","","26","26","","07-17-2026","07-17-2026","CLE - Cleveland Svc","21.7","564.2","USD","Rosa Cantu","Net 150 Qrtly","07-01-2025"
"ACCEPTED","S13010","08-03-2026","174353925","","1","1","8868241AAP20","Terminal, St 1600/24 3/8 2 Holes","74","","74","74","","08-21-2026","08-21-2026","Wabtec Reno Warehouse","27.3","2020.2","USD","Valeria Parra","Net 150 Qrtly","12-03-2025"
"ACCEPTED","S13010","10-23-2026","173987057","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","3","","3","3","","11-03-2026","11-03-2026","EEM-Erie Electronics Manufacturing","198.78","596.34","USD","James Green","Net 150 Qrtly","02-03-2025"
"ACCEPTED","S13010","10-23-2026","174008522","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","12","","12","12","","11-03-2026","11-03-2026","EEM-Erie Electronics Manufacturing","198.78","2385.36","USD","James Green","Net 150 Qrtly","02-19-2025"
"ACCEPTED","S13010","07-01-2026","174034828","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","31","","31","31","","07-10-2026","07-10-2026","CLE - Cleveland Svc","21.7","672.7","USD","Rosa Cantu","Net 150 Qrtly","03-12-2025"
"ACCEPTED","S13010","05-18-2026","174404487","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","27","","27","27","","06-05-2026","06-05-2026","Wabtec Reno Warehouse","33.96","916.92","USD","Valeria Parra","Net 150 Qrtly","01-25-2026"
"ACCEPTED","S13010","06-09-2026","174394789","","1","1","41C663102G1","NUCLEO DE RUPTURA 1000V","12","","12","12","","06-18-2026","06-18-2026","EEM-Erie Electronics Manufacturing","293.66","3523.92","USD","James Green","Net 150 Qrtly","01-16-2026"
"ACCEPTED","S13010","09-25-2026","174399991","","1","1","8868241AAP16","Terminal 775/24","36","","36","36","","10-06-2026","10-06-2026","ELM-B10","15.42","555.12","USD","James Green","Net 150 Qrtly","01-21-2026"
"ACCEPTED","S13010","07-21-2026","174049612","","1","1","84C622950G1","Latch Asm","32","","32","32","","07-30-2026","07-30-2026","EKD-B12","115.48","3695.36","USD","James Green","Net 150 Qrtly","03-24-2025"
"ACCEPTED","S13010","07-01-2026","174401341","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","65","","65","65","","07-10-2026","07-10-2026","CLE - Cleveland Svc","21.7","1410.5","USD","Rosa Cantu","Net 150 Qrtly","01-22-2026"
"ACCEPTED","S13010","07-22-2026","174410530","","1","1","41A265399ABP2","CONNECTN STRIP","50","","50","50","","08-04-2026","08-04-2026","TXL - Texas Locomotive Manufacturing","16.19","809.5","USD","Tiffany DeMeritt","Net 150 Qrtly","01-30-2026"
"ACCEPTED","S13010","10-23-2026","174155028","","1","1","41C662774G1","ELG ONLY FGR ASM-ALL OTHERS USE 41C662774G3","11","","11","11","","11-03-2026","11-03-2026","EEM-Erie Electronics Manufacturing","198.78","2186.58","USD","James Green","Net 150 Qrtly","06-19-2025"
"ACCEPTED","S13010","08-07-2026","174299842","","1","1","84B102593P1","Card Holder","16","","16","16","","08-20-2026","08-20-2026","TXD - Texas Locomotive Distribution","76.93","1230.88","USD","Tiffany DeMeritt","Net 150 Qrtly","10-15-2025"
"ACCEPTED","S13010","05-12-2026","174242941","","1","1","41B551088P1","Blow Out Coil","67","","67","67","","05-21-2026","05-21-2026","EEM-Erie Electronics Manufacturing","37.29","2498.43","USD","Lori Scholl","Net 150 Qrtly","08-29-2025"
"ACCEPTED","S13010","06-03-2026","174167325","","1","1","84B517732ADP1","Busbar         1.50x.375x9.00","13","","13","13","","06-12-2026","06-12-2026","EEM-Erie Electronics Manufacturing","36.6","475.8","USD","James Green","Net 150 Qrtly","07-01-2025"
"ACCEPTED","S13010","09-23-2026","174478736","","1","1","8868241AAP16","Terminal 775/24","1500","","1500","1500","","10-02-2026","10-02-2026","Z63 - Erie, PA","15.42","23130","USD","James Green","Net 150 Qrtly","03-20-2026"
"ACCEPTED","S13010","07-07-2026","174320498","","1","1","84B517732ADP1","Busbar         1.50x.375x9.00","13","","13","13","","07-16-2026","07-16-2026","EEM-Erie Electronics Manufacturing","36.6","475.8","USD","James Green","Net 150 Qrtly","11-02-2025"
"ACCEPTED","S13010","07-03-2026","174412311","","1","1","84B526562AJP1","TERMINAL","2","","2","2","","07-14-2026","07-14-2026","EPM-B6","475.37","950.74","USD","James Green","Net 150 Qrtly","02-01-2026"
"CANCELLED","S13010","01-06-2027","174162885","","1","1","8868241AAP13","Terminal","","","","","","01-15-2027","01-15-2027","ECM-Erie Cab Manufacturing","10.7","502.9","USD","James Green","Net 150 Qrtly","06-26-2025"
"CANCELLED","S13010","01-06-2027","174251830","","1","1","8868241AAP13","Terminal","","","","","","01-15-2027","09-22-2026","ECM-Erie Cab Manufacturing","10.7","502.9","USD","James Green","Net 150 Qrtly","09-08-2025"
"ACCEPTED","S13010","08-19-2026","174507163","","1","1","84B544377P26","MOTOR LEAD CONNECTOR","7","","7","7","","09-03-2026","09-03-2026","Wabtec Plainfield Warehouse","59.55","416.85","USD","Valeria Parra","Net 150 Qrtly","04-09-2026"
"CLOSED","S13010","04-03-2026","174198439","","1","1","84B529861AEG1","BUSBAR ASM","23","23","","","23","04-14-2026","04-14-2026","EEM-Erie Electronics Manufacturing","21.08","484.84","USD","James Green","Net 150 Qrtly","07-27-2025"
"CLOSED","S13010","04-03-2026","174132579","","1","1","41A264589G1","FINGER ASM","203","203","","","203","04-14-2026","04-14-2026","EEM-Erie Electronics Manufacturing","25.1","5095.3","USD","James Green","Net 150 Qrtly","05-30-2025"
"ACCEPTED","S13010","09-25-2026","174501323","","1","1","84C620843P1","Terminal","15","","15","15","","10-06-2026","10-06-2026","EPM-B6","108.92","1633.8","USD","James Green","Net 150 Qrtly","04-02-2026"
"CLOSED","S13010","03-17-2026","174321429","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","75","75","","","75","03-30-2026","03-30-2026","TXO - Texas OHV Manufacturing","33.96","2547","USD","Alfonso Escobar","Net 150 Qrtly","11-04-2025"
"ACCEPTED","S13010","10-01-2026","174498129","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","10-12-2026","10-12-2026","EKD-B12","33.96","475.44","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","09-30-2026","174500871","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","10-13-2026","10-13-2026","TXD - Texas Locomotive Distribution","33.96","475.44","USD","Tiffany DeMeritt","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","09-11-2026","174501327","","1","1","84B526562AHP1","TERMINAL","3","","3","3","","09-22-2026","09-22-2026","EPM-B6","475.37","1426.11","USD","James Green","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","09-18-2026","174500865","","1","1","84B526562AGP1","T1 TERMINAL","5","","5","5","","09-29-2026","09-29-2026","EPM-B6","484.52","2422.6","USD","James Green","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","10-27-2026","174498675","","1","1","482A946G2","Contact","14","","14","14","","11-05-2026","11-05-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","09-10-2026","174500599","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","50","","50","50","","09-25-2026","09-25-2026","Wabtec Plainfield Warehouse","33.96","1698","USD","Valeria Parra","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","10-16-2026","174506622","","1","1","41A326131P1","SPACER","198","","198","198","","10-27-2026","10-27-2026","EEM-Erie Electronics Manufacturing","13.79","2730.42","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","10-09-2026","174500959","","1","1","41A326131P1","SPACER","162","","162","162","","10-20-2026","10-20-2026","EEM-Erie Electronics Manufacturing","13.79","2233.98","USD","James Green","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","11-30-2026","174506185","","1","1","41A296332AJP1","Spring Asm","21","","21","21","","12-09-2026","12-09-2026","EEM-Erie Electronics Manufacturing","53.87","1131.27","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","10-06-2026","174506372","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","26","","26","26","","10-19-2026","10-19-2026","TXD - Texas Locomotive Distribution","33.96","882.96","USD","Tiffany DeMeritt","Net 150 Qrtly","04-08-2026"
"REVISED","S13010","04-14-2027","990457657","","1","1","84D735289ABG1","BUS RING ""TA""","1","","1","1","","07-09-2027","09-11-2026","GCM - Contagem Mfg","690.34","690.34","USD","Vitória Pereira","Net 150 Qrtly","08-14-2025"
"ACCEPTED","S13010","08-31-2026","174502645","","1","1","8868241AAP17","Terminal  St,925/24-3/8,2ho","74","","74","74","","09-09-2026","09-09-2026","EPM-B6","20.92","1548.08","USD","James Green","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","12-09-2026","174502342","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","240","","240","240","","12-18-2026","12-18-2026","CLE - Cleveland Svc","21.7","5208","USD","Rosa Cantu","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","11-03-2026","174504460","","1","1","482A946G2","Contact","14","","14","14","","11-12-2026","11-12-2026","EEM-Erie Electronics Manufacturing","36.98","517.72","USD","James Green","Net 150 Qrtly","04-07-2026"
"ACCEPTED","S13010","10-28-2026","174501426","","1","1","41A296332AJP3","Clamp","7","","7","7","","11-06-2026","11-06-2026","EEM-Erie Electronics Manufacturing","98.74","691.18","USD","James Green","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","09-11-2026","174501486","","1","1","84B526562AJP1","TERMINAL","3","","3","3","","09-22-2026","09-22-2026","EPM-B6","475.37","1426.11","USD","James Green","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","09-30-2026","174500870","","1","1","84B108875P1","BUS BAR, 7"" X 4.25""","24","","24","24","","10-13-2026","10-13-2026","TXD - Texas Locomotive Distribution","33.96","815.04","USD","Tiffany DeMeritt","Net 150 Qrtly","04-02-2026"
"ACCEPTED","S13010","11-24-2026","174507584","","1","1","8868241AAP16","Terminal 775/24","34","","34","34","","12-03-2026","12-03-2026","EPM-B6","15.42","524.28","USD","James Green","Net 150 Qrtly","04-09-2026"
"ACCEPTED","S13010","06-18-2026","174502782","","1","1","84B535634AUG1","BUSBAR","4","","4","4","","07-01-2026","07-01-2026","TXO - Texas OHV Manufacturing","304.75","1219","USD","Alfonso Escobar","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","12-09-2026","174502550","","1","1","8868241AAP16","Terminal 775/24","100","","100","100","","12-18-2026","12-18-2026","Z63 - Erie, PA","15.42","1542","USD","James Green","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","12-07-2026","174497613","","1","1","84A214757P1","Terminal, 1600 V, 1325/24 cable","105","","105","105","","12-16-2026","12-16-2026","EPM-B6","21.7","2278.5","USD","James Green","Net 150 Qrtly","04-01-2026"
"ACCEPTED","S13010","11-04-2026","174502488","","1","1","336B640P6","Armature","121","","121","121","","11-13-2026","11-13-2026","EEM-Erie Electronics Manufacturing","7.64","924.44","USD","James Green","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","11-26-2026","174502505","","1","1","41A296332AJP1","Spring Asm","47","","47","47","","12-07-2026","12-07-2026","EEM-Erie Electronics Manufacturing","53.87","2531.89","USD","James Green","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","05-27-2026","174502781","","1","1","84B535634AUG1","BUSBAR","7","","7","7","","06-09-2026","06-09-2026","TXO - Texas OHV Manufacturing","304.75","2133.25","USD","Alfonso Escobar","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","10-01-2026","174502574","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","10-14-2026","10-14-2026","TXD - Texas Locomotive Distribution","33.96","475.44","USD","Tiffany DeMeritt","Net 150 Qrtly","04-03-2026"
"ACCEPTED","S13010","10-08-2026","174507740","","1","1","84B108876P1","BUS BAR, 7"" X 5.38""","14","","14","14","","10-19-2026","10-19-2026","EKD-B12","33.96","475.44","USD","James Green","Net 150 Qrtly","04-09-2026"
"ACCEPTED","S13010","09-11-2026","174497247","","1","1","84B526562AGP1","T1 TERMINAL","3","","3","3","","09-22-2026","09-22-2026","EPM-B6","484.52","1453.56","USD","James Green","Net 150 Qrtly","04-01-2026"
"REVISED","S13010","04-20-2026","990467487","","1","1","84D735289ACG1","BUS RING ""TC""","20","","20","20","","07-15-2026","07-27-2026","GCM - Contagem Mfg","715.85","14317","USD","Vitória Pereira","Net 150 Qrtly","10-06-2025"
"ACCEPTED","S13010","09-04-2026","174502353","","1","1","41A265399ACP1","CONNECTN STRIP","30","","30","30","","09-15-2026","09-15-2026","EKD-B12","14.86","445.8","USD","James Green","Net 150 Qrtly","04-03-2026"
"REVISED","S13010","04-20-2026","990467486","","1","1","84D735289ABG1","BUS RING ""TA""","20","","20","20","","07-15-2026","07-27-2026","GCM - Contagem Mfg","690.34","13806.8","USD","Vitória Pereira","Net 150 Qrtly","10-06-2025"
"REVISED","S13010","04-14-2027","990457658","","1","1","84D735289ACG1","BUS RING ""TC""","1","","1","1","","07-09-2027","09-11-2026","GCM - Contagem Mfg","715.85","715.85","USD","Vitória Pereira","Net 150 Qrtly","08-14-2025"
"ACCEPTED","S13010","09-30-2026","174506301","","1","1","8834202G1","Armature","9","","9","9","","10-09-2026","10-09-2026","EEM-Erie Electronics Manufacturing","49.54","445.86","USD","James Green","Net 150 Qrtly","04-08-2026"
"ACCEPTED","S13010","04-01-2026","990476724","","1","1","84D735289ADG1","CONN. RING ""N""","6","","6","6","","06-26-2026","06-26-2026","GCM - Contagem Mfg","560.8","3364.8","USD","Vitória Pereira","Net 150 Qrtly","12-11-2025"
